29:55.2,3,-0.392089844,-0.930419922,0.672363281
29:55.3,3,-0.357177734,-0.837158203,0.6953125
29:55.3,3,-0.300537109,-0.861572266,0.725341797
29:55.3,3,-0.251220703,-0.925292969,0.709472656
29:55.3,3,-0.2265625,-1.003662109,0.686035156
29:55.3,3,-0.234130859,-0.965576172,0.721191406
29:55.3,3,-0.266357422,-0.888427734,0.770263672
29:55.4,3,-0.279541016,-0.799804688,0.825439453
29:55.4,3,-0.257324219,-0.738525391,0.819335938
29:55.4,3,-0.257568359,-0.686035156,0.762451172
29:55.4,3,-0.266845703,-0.666503906,0.709228516
29:55.4,3,-0.263916016,-0.646484375,0.613525391
29:55.4,3,-0.258544922,-0.656738281,0.627197266
29:55.5,3,-0.23046875,-0.668945313,0.694580078
29:55.5,3,-0.205322266,-0.641357422,0.746826172
29:55.5,3,-0.199707031,-0.589111328,0.743896484
29:55.5,3,-0.213867188,-0.561035156,0.706298828
29:55.5,3,-0.240966797,-0.590820313,0.650390625
29:55.5,3,-0.252197266,-0.629150391,0.607177734
29:55.6,3,-0.244140625,-0.646972656,0.626464844
29:55.6,3,-0.242431641,-0.640625,0.651855469
29:55.6,3,-0.234375,-0.645507813,0.6484375
29:55.6,3,-0.204589844,-0.641113281,0.622314453
29:55.6,3,-0.194824219,-0.683349609,0.598388672
29:55.6,3,-0.189941406,-0.719726563,0.581054688
29:55.7,3,-0.185058594,-0.712890625,0.619140625
29:55.7,3,-0.169677734,-0.6953125,0.68359375
29:55.7,3,-0.156005859,-0.677490234,0.690185547
29:55.7,3,-0.173339844,-0.664306641,0.685791016
29:55.7,3,-0.230957031,-0.654296875,0.662841797
29:55.7,3,-0.275634766,-0.66796875,0.643066406
29:55.8,3,-0.289794922,-0.672607422,0.664794922
29:55.8,3,-0.278808594,-0.6796875,0.70703125
29:55.8,3,-0.250244141,-0.701171875,0.735839844
29:55.8,3,-0.240478516,-0.700683594,0.749267578
29:55.8,3,-0.23828125,-0.677001953,0.75
29:55.8,3,-0.230712891,-0.674804688,0.745605469
29:55.8,3,-0.220703125,-0.669433594,0.738769531
29:55.9,3,-0.233886719,-0.661621094,0.740478516
29:55.9,3,-0.243408203,-0.669433594,0.725830078
29:55.9,3,-0.253417969,-0.655761719,0.729003906
29:55.9,3,-0.254882813,-0.646484375,0.722412109
29:55.9,3,-0.251464844,-0.65234375,0.711914063
29:55.9,3,-0.257568359,-0.655517578,0.695800781
29:56.0,3,-0.256835938,-0.656982422,0.681640625
29:56.0,3,-0.248291016,-0.659912109,0.689208984
29:56.0,3,-0.25390625,-0.669433594,0.675292969
29:56.0,3,-0.256835938,-0.678955078,0.678222656
29:56.0,3,-0.260742188,-0.677490234,0.659423828
29:56.0,3,-0.247802734,-0.671630859,0.655273438
29:56.0,3,-0.243652344,-0.680908203,0.654541016
29:56.1,3,-0.217285156,-0.686279297,0.700927734
29:56.1,3,-0.199462891,-0.680419922,0.717529297
29:56.1,3,-0.204589844,-0.674560547,0.713378906
29:56.1,3,-0.221435547,-0.649658203,0.717529297
29:56.1,3,-0.225585938,-0.643554688,0.713134766
29:56.1,3,-0.223632813,-0.649414063,0.713867188
29:56.2,3,-0.234863281,-0.651123047,0.72265625
29:56.2,3,-0.245849609,-0.659423828,0.729003906
29:56.2,3,-0.249511719,-0.660888672,0.716552734
29:56.2,3,-0.266601563,-0.668945313,0.699462891
29:56.2,3,-0.272460938,-0.666992188,0.710449219
29:56.2,3,-0.260498047,-0.677978516,0.713134766
29:56.3,3,-0.254638672,-0.677978516,0.6953125
29:56.3,3,-0.258789063,-0.684326172,0.697753906
29:56.3,3,-0.258789063,-0.690185547,0.706787109
29:56.3,3,-0.253662109,-0.693847656,0.718994141
29:56.3,3,-0.248291016,-0.694824219,0.712402344
29:56.3,3,-0.238769531,-0.680419922,0.734375
29:56.3,3,-0.237548828,-0.673828125,0.735595703
29:56.4,3,-0.241699219,-0.676757813,0.711914063
29:56.4,3,-0.25,-0.675292969,0.704345703
29:56.4,3,-0.250732422,-0.653808594,0.687744141
29:56.4,3,-0.257080078,-0.650390625,0.673828125
29:56.4,3,-0.259277344,-0.630126953,0.686523438
29:56.4,3,-0.262207031,-0.642089844,0.702392578
29:56.5,3,-0.249267578,-0.663085938,0.705078125
29:56.5,3,-0.237304688,-0.655273438,0.692138672
29:56.5,3,-0.24609375,-0.674560547,0.669677734
29:56.5,3,-0.256835938,-0.677490234,0.670654297
29:56.5,3,-0.273681641,-0.671386719,0.663574219
29:56.5,3,-0.291503906,-0.665039063,0.668212891
29:56.6,3,-0.303222656,-0.670654297,0.66796875
29:56.6,3,-0.303466797,-0.696044922,0.686035156
29:56.6,3,-0.295166016,-0.697021484,0.668701172
29:56.6,3,-0.27734375,-0.670654297,0.658691406
29:56.6,3,-0.281005859,-0.642089844,0.649902344
29:56.6,3,-0.281494141,-0.646240234,0.640869141
29:56.6,3,-0.265136719,-0.666503906,0.657226563
29:56.7,3,-0.253173828,-0.671386719,0.659423828
29:56.7,3,-0.249511719,-0.682617188,0.642822266
29:56.7,3,-0.244873047,-0.665039063,0.636230469
29:56.7,3,-0.2421875,-0.639160156,0.649169922
29:56.7,3,-0.240722656,-0.654052734,0.661132813
29:56.7,3,-0.246337891,-0.667236328,0.658935547
29:56.8,3,-0.252197266,-0.669189453,0.665771484
29:56.8,3,-0.253662109,-0.669189453,0.667236328
29:56.8,3,-0.249755859,-0.6796875,0.670898438
29:56.8,3,-0.251708984,-0.688720703,0.664550781
