18:13.9,3,-0.04296875,-0.274414063,0.959960938
18:14.0,3,-0.049804688,-0.279296875,0.961914063
18:14.0,3,-0.045166016,-0.278808594,0.955078125
18:14.0,3,-0.047363281,-0.273193359,0.957763672
18:14.1,3,-0.048339844,-0.272949219,0.954345703
18:14.1,3,-0.043212891,-0.283447266,0.957275391
18:14.1,3,-0.043457031,-0.281005859,0.958984375
18:14.1,3,-0.046386719,-0.276611328,0.954101563
18:14.1,3,-0.045898438,-0.275146484,0.956054688
18:14.1,3,-0.044189453,-0.278808594,0.956054688
18:14.1,3,-0.046630859,-0.275878906,0.953369141
18:14.2,3,-0.046875,-0.276123047,0.957519531
18:14.2,3,-0.043457031,-0.282714844,0.958496094
18:14.2,3,-0.041259766,-0.27734375,0.960449219
18:14.2,3,-0.044921875,-0.276855469,0.955566406
18:14.2,3,-0.044189453,-0.274658203,0.952880859
18:14.2,3,-0.050048828,-0.276123047,0.954101563
18:14.3,3,-0.047851563,-0.277099609,0.959716797
18:14.3,3,-0.042236328,-0.283691406,0.959228516
18:14.3,3,-0.040527344,-0.278076172,0.95703125
18:14.3,3,-0.046630859,-0.274169922,0.952148438
18:14.3,3,-0.044189453,-0.276123047,0.951904297
18:14.3,3,-0.046875,-0.279052734,0.959228516
18:14.3,3,-0.047607422,-0.28125,0.958007813
18:14.4,3,-0.042724609,-0.279296875,0.961425781
18:14.4,3,-0.042480469,-0.278564453,0.957763672
18:14.4,3,-0.043457031,-0.277587891,0.962402344
18:14.4,3,-0.043945313,-0.286132813,0.968261719
18:14.4,3,-0.043701172,-0.284667969,0.969482422
18:14.4,3,-0.04296875,-0.283935547,0.963867188
18:14.5,3,-0.041015625,-0.290283203,0.990234375
18:14.5,3,-0.015136719,-0.334228516,1.037597656
18:14.5,3,0.017333984,-0.345214844,1.051757813
18:14.5,3,0.037841797,-0.372070313,1.084960938
18:14.5,3,0.00390625,-0.305419922,1.078613281
18:14.5,3,-0.039550781,-0.3046875,1.129394531
18:14.5,3,-0.039306641,-0.329345703,1.189208984
18:14.5,3,-0.05078125,-0.34765625,1.258300781
18:14.6,3,-0.096679688,-0.378173828,1.252685547
18:14.6,3,-0.175048828,-0.278808594,1.215087891
18:14.6,3,-0.194091797,-0.245117188,1.172851563
18:14.6,3,-0.245605469,-0.340576172,1.123046875
18:14.6,3,-0.267578125,-0.367431641,1.086181641
18:14.7,3,-0.270751953,-0.353759766,1.010498047
18:14.7,3,-0.343505859,-0.351318359,0.897949219
18:14.7,3,-0.430175781,-0.26171875,0.829101563
18:14.7,3,-0.436035156,-0.113769531,0.816650391
18:14.7,3,-0.37890625,-0.076904297,0.825927734
18:14.7,3,-0.325439453,-0.210693359,0.838378906
18:14.8,3,-0.283691406,-0.167724609,0.849609375
