17:04.6,3,0.143554688,-0.671386719,0.729980469
17:04.6,3,0.068603516,-0.693847656,0.762451172
17:04.6,3,0.061523438,-0.644042969,0.854248047
17:04.7,3,0.052978516,-0.631103516,0.750488281
17:04.7,3,0.072998047,-0.711914063,0.698974609
17:04.7,3,0.103515625,-0.678955078,0.7265625
17:04.7,3,0.097412109,-0.701904297,0.711181641
17:04.7,3,0.101806641,-0.657470703,0.740722656
17:04.8,3,0.115234375,-0.596923828,0.790771484
17:04.8,3,0.126708984,-0.590087891,0.819335938
17:04.8,3,0.086914063,-0.607177734,0.776855469
17:04.8,3,0.108886719,-0.664550781,0.728271484
17:04.8,3,0.111816406,-0.654296875,0.721435547
17:04.8,3,0.164306641,-0.629882813,0.767333984
17:04.9,3,0.143066406,-0.62890625,0.749511719
17:04.9,3,0.079589844,-0.670166016,0.726806641
17:04.9,3,0.104492188,-0.694580078,0.689697266
17:04.9,3,0.103271484,-0.672851563,0.707763672
17:04.9,3,0.091796875,-0.661376953,0.707275391
17:04.9,3,0.137695313,-0.6640625,0.722900391
17:04.9,3,0.129394531,-0.660888672,0.703613281
17:04.9,3,0.126953125,-0.685546875,0.714355469
17:05.0,3,0.056884766,-0.660888672,0.819580078
17:05.0,3,0.116943359,-0.625,0.768798828
17:05.0,3,0.045654297,-0.690185547,0.717773438
17:05.0,3,0.083251953,-0.718505859,0.707519531
17:05.0,3,0.093017578,-0.680908203,0.710693359
17:05.0,3,0.098632813,-0.647705078,0.739013672
17:05.1,3,0.122314453,-0.622314453,0.779296875
17:05.1,3,0.118164063,-0.626953125,0.771728516
17:05.1,3,0.102050781,-0.631103516,0.787841797
17:05.1,3,0.103027344,-0.614746094,0.781005859
17:05.1,3,0.092285156,-0.656982422,0.736083984
17:05.1,3,0.112792969,-0.653808594,0.733642578
17:05.2,3,0.127929688,-0.621337891,0.767089844
17:05.2,3,0.125244141,-0.611816406,0.773681641
17:05.2,3,0.096923828,-0.653808594,0.767822266
17:05.2,3,0.104492188,-0.653564453,0.750244141
17:05.2,3,0.115478516,-0.666503906,0.739013672
17:05.2,3,0.087158203,-0.682373047,0.712158203
17:05.3,3,0.099609375,-0.663574219,0.727050781
17:05.3,3,0.112304688,-0.658691406,0.727539063
17:05.3,3,0.083007813,-0.678955078,0.702636719
17:05.3,3,0.164794922,-0.692871094,0.687744141
17:05.3,3,0.106445313,-0.6875,0.709716797
17:05.3,3,0.088867188,-0.629638672,0.764892578
17:05.3,3,0.092285156,-0.693359375,0.726806641
17:05.4,3,0.099121094,-0.610839844,0.823730469
17:05.4,3,0.064697266,-0.703125,0.699707031
17:05.4,3,0.130859375,-0.665527344,0.735107422
17:05.4,3,0.097900391,-0.653076172,0.731445313
17:05.4,3,0.086425781,-0.665527344,0.762695313
17:05.4,3,0.099853516,-0.610107422,0.795166016
17:05.5,3,0.092285156,-0.610107422,0.798095703
17:05.5,3,0.118408203,-0.679931641,0.727783203
17:05.5,3,0.098388672,-0.73046875,0.652099609
17:05.5,3,0.116699219,-0.694335938,0.691650391
17:05.5,3,0.072509766,-0.7109375,0.697265625
17:05.5,3,0.080322266,-0.687255859,0.706054688
17:05.6,3,0.124267578,-0.687011719,0.682373047
17:05.6,3,0.128662109,-0.633056641,0.768310547
17:05.6,3,0.096923828,-0.612304688,0.742431641
17:05.6,3,0.117675781,-0.605957031,0.81640625
17:05.6,3,0.102050781,-0.636962891,0.771728516
17:05.6,3,0.093505859,-0.643798828,0.77734375
17:05.7,3,0.10546875,-0.653076172,0.801513672
17:05.7,3,0.135253906,-0.642089844,0.762451172
17:05.7,3,0.084228516,-0.722900391,0.679199219
17:05.7,3,0.093261719,-0.702392578,0.694091797
17:05.7,3,0.062744141,-0.692626953,0.694580078
17:05.7,3,0.024658203,-0.740234375,0.678955078
17:05.7,3,0.064208984,-0.714355469,0.687744141
17:05.8,3,0.09375,-0.777832031,0.645019531
17:05.8,3,0.046142578,-0.781005859,0.625
17:05.8,3,0.083740234,-0.758056641,0.69140625
17:05.8,3,0.103759766,-0.762451172,0.660888672
17:05.8,3,0.127685547,-0.676269531,0.766601563
17:05.8,3,0.15234375,-0.690185547,0.755371094
17:05.9,3,0.177978516,-0.677734375,0.7578125
17:05.9,3,0.182617188,-0.551269531,0.870117188
17:05.9,3,0.327392578,-1.450927734,0.587890625
17:05.9,3,0.192871094,-1.427490234,0.419433594
17:05.9,3,0.265869141,-1.080566406,0.510009766
17:05.9,3,0.180664063,-0.885253906,0.463378906
17:05.9,3,0.096435547,-1.037597656,0.352539063
17:06.0,3,0.089599609,-1.21484375,0.297851563
17:06.0,3,0.069580078,-1.16796875,0.362060547
17:06.0,3,0.083007813,-1.016845703,0.412109375
17:06.0,3,0.060058594,-0.904052734,0.477294922
17:06.0,3,0.050537109,-0.853027344,0.511474609
17:06.1,3,0.060058594,-0.805664063,0.540771484
17:06.1,3,0.038818359,-0.733886719,0.54296875
17:06.1,3,0.0078125,-0.676757813,0.55859375
17:06.1,3,-0.018798828,-0.622802734,0.580810547
17:06.1,3,-0.057861328,-0.566162109,0.603759766
17:06.1,3,-0.090087891,-0.522705078,0.624755859
17:06.1,3,-0.103027344,-0.4609375,0.640380859
17:06.2,3,-0.107666016,-0.370849609,0.665039063
17:06.2,3,-0.121337891,-0.284179688,0.646728516
17:06.2,3,-0.181396484,-0.248779297,0.637695313
17:06.2,3,-0.322509766,-0.254150391,0.673583984
17:06.2,3,-0.436523438,-0.230712891,0.778320313
17:06.2,3,-0.451904297,-0.166259766,0.831542969
17:06.3,3,-0.437011719,-0.237304688,0.797607422
17:06.3,3,-0.440673828,-0.348876953,0.747314453
17:06.3,3,-0.426513672,-0.359619141,0.770507813
17:06.3,3,-0.33984375,-0.373291016,0.849121094
17:06.3,3,-0.265869141,-0.470947266,0.864501953
17:06.3,3,-0.211914063,-0.627197266,0.798828125
17:06.4,3,-0.158447266,-0.752197266,0.697998047
17:06.4,3,-0.109619141,-0.776367188,0.629150391
17:06.4,3,-0.155761719,-0.764404297,0.587890625
17:06.4,3,-0.188964844,-0.777099609,0.628417969
17:06.4,3,-0.156738281,-0.75390625,0.663085938
17:06.4,3,-0.105957031,-0.735107422,0.63671875
17:06.4,3,-0.088867188,-0.727539063,0.603271484
17:06.5,3,-0.2109375,-0.684570313,0.575195313
17:06.5,3,-0.240234375,-0.751220703,0.625732422
17:06.5,3,-0.110595703,-0.861083984,0.645751953
17:06.5,3,-0.110351563,-0.904785156,0.617431641
